0,202
1,116
2,195
3,122
4,108
5,109
6,112
7,178
8,109
9,110
10,110
11,111
12,109
13,109
14,109
15,155
16,108
17,109
18,110
19,115
20,109
21,137
22,109
23,107
24,171
25,111
26,108
27,108
28,108
29,109
30,108
31,109
32,100
33,138
34,184
35,169
36,144
37,176
38,212
39,167
40,121
41,125
42,110
43,155
44,127
45,154
46,122
47,129
48,109
49,109
50,110
51,112
52,125
53,113
54,195
55,169
56,180
57,180
58,169
59,121
60,124
61,125
62,125
63,128
64,126
65,129
66,122
67,123
68,127
69,122
70,124
71,113
72,111
73,155
74,125
75,125
76,121
77,131
78,125
79,111
80,111
81,156
82,131
83,150
84,120
85,109
86,110
87,110
88,128
89,128
90,127
91,129
92,127
93,132
94,128
95,127
96,115
97,169
98,131
99,140
100,125
101,126
102,115
103,124
104,113
105,127
106,128
107,140
108,126
109,120
110,154
111,154
112,112
113,120
114,116
115,167
116,110
117,114
118,121
119,109
120,108
121,108
122,109
123,140
124,130
125,123
126,126
127,122
128,113
129,125
130,209
131,182
132,128
133,121
134,110
135,110
136,110
137,160
138,197
139,127
140,121
141,111
142,110
143,109
144,159
145,128
146,109
147,109
148,109
149,110
150,110
151,109
152,110
153,109
154,110
155,110
156,113
157,109
158,109
159,110
160,110
161,109
162,108
163,116
164,107
165,107
166,108
167,108
168,108
169,109
170,108
171,111
172,149
173,187
174,150
175,124
176,155
177,111
178,111
179,188
180,126
181,126
182,136
183,116
184,110
185,110
186,115
187,155
188,115
189,109
190,109
191,109
192,113
193,122
194,110
195,109
196,178
197,109
198,109
199,110
